Москва,12635466
Санкт-Петербург,5377503
Новосибирск,1621330
Екатеринбург,1493600
Казань,1259173
Нижний Новгород,1233949
Челябинск,1179288
Самара,1136709
Уфа,1135061
Ростов-на-Дону,1134694
Омск,1126193
Красноярск,1103023
Воронеж,1048738
Пермь,1042763
Волгоград,1001183
