Белоусово,11418
Александровск,11409
Бабаево,11396
Вилюйск,11347
Шагонар,11347
Торопец,11314
Дрезна,11283
Лихославль,11175
Нязепетровск,11121
Чкаловск,11107
Аркадак,11099
Закаменск,11042
Горнозаводск,10964
Богучар,10905
Сорск,10894
Южно-Сухокумск,10861
Киренск,10839
Звенигово,10797
Чулым,10764
Неман,10680
Кораблино,10645
Тетюши,10601
Балей,10560
Называевск,10541
Нариманов,10467
Карабаш,10445
Болхов,10435
Юрюзань,10431
Ермолино,10418
Сураж,10414
Сосновка,10404
Верхний,10270
Хилок,10235
Высоковск,10223
Кемь,10222
Дигора,10195
Сосенский,10138
Боровск,10101
Тюкалинск,10076
Змеиногорск,10069
Вытегра,10063
Кремёнки,10040
Ворсма,10034
Камбарка,9974
Каргополь,9962
Малая,9949
Щёлкино,9919
Белая,9872
Питкяранта,9818
Заозёрный,9812
Володарск,9792
Судогда,9787
Завитинск,9749
Петухово,9747
Зуевка,9725
Нюрба,9665
Михайлов,9650
Эртиль,9634
Тотьма,9587
Уржум,9552
Невельск,9550
Чадан,9529
Вуктыл,9522
Суздаль,9521
Покровск,9462
Кола,9431
Луза,9415
Старый,9392
Задонск,9366
Рудня,9328
Анива,9309
Нолинск,9293
Микунь,9268
Заволжск,9238
Таруса,9194
Заозёрск,9154
Окуловка,9136
Ивангород,9112
Олёкминск,9109
Щучье,9086
Дорогобуж,8993
Верхнеуральск,8964
Александровск-Сахалинский,8922
Краснослободск,8828
Лаишево,8789
Наволоки,8785
Нижние,8750
Каргат,8740
Кирс,8728
Верхняя,8717
Кувшиново,8712
Беломорск,8699
Теберда,8667
Опочка,8647
Печоры,8606
Михайловск,8601
Медынь,8591
Болохово,8581
Миньяр,8514
Харовск,8511
Перевоз,8511
Сковородино,8480
Ельня,8453
Серафимович,8433
Сычёвка,8431
Верхотурье,8430
Углегорск,8405
Пудож,8387
Суоярви,8339
Волчанск,8335
Бирюсинск,8322
Козловка,8280
Нея,8278
Белозерск,8271
Облучье,8231
Городовиковск,8186
Мариинский,8177
Ветлуга,8136
Устюжна,8132
Мамоново,8129
Сольцы,8120
Алупка,8098
Починок,8044
Болгар,8041
Липки,8016
Ардатов,7973
Комсомольск,7948
Ядрин,7935
Никольск,7906
Костерёво,7873
Олонец,7855
Порхов,7835
Гремячинск,7775
Новая,7682
Макушино,7622
Юрьевец,7594
Циолковский,7538
Белинский,7492
Городище,7470
Западная,7451
Бирюч,7362
Инсар,7325
Кириллов,7259
Мглин,7212
Советск,7175
Дно,7154
Старица,7144
Салаир,7049
Полесск,6958
Спасск,6938
Оханск,6898
Малмыж,6879
Лахденпохья,6809
Новосокольники,6769
Томмот,6756
Княгинино,6559
Андреаполь,6550
Грайворон,6526
Велиж,6492
Спасск-Рязанский,6489
Багратионовск,6425
Севск,6385
Сретенск,6299
Орлов,6273
Дмитриев,6159
Макарьев,6132
Сенгилей,6110
Фатеж,6100
Демидов,6050
Зубцов,6021
Каменногорск,5991
Усолье,5973
Макаров,5958
Пучеж,5865
Солигалич,5849
Новохопёрск,5696
Красавино,5690
Шацк,5686
Весьегонск,5669
Алзамай,5607
Юхнов,5603
Пошехонье,5573
Мураши,5568
Курлово,5550
Сурск,5535
Суджа,5521
Короча,5507
Билибино,5506
Гаврилов,5445
Мышкин,5419
Темников,5389
Пыталово,5378
Злынка,5315
Жиздра,5239
Приморск,5226
Себеж,5152
Шиханы,5084
Спас-Клепики,5051
Верея,5048
Любим,5007
Дмитровск,4880
Красный,4860
Туран,4853
Чухлома,4850
Шенкурск,4537
Чердынь,4491
Певек,4890
Кадников,4375
Бабушкин,4316
Мосальск,4293
Спас-Деменск,4273
Сусуман,4195
Любань,4157
Игарка,4089
Правдинск,4032
Нестеров,3934
Славск,3866
Духовщина,3846
Томари,3812
Озёрск,3809
Ладушкин,3802
Пустошка,3770
Мещовск,3674
Среднеколымск,3394
Холм,3267
Чёрмоз,3123
Мезень,3122
Гдов,3113
Малоархангельск,3066
Новосиль,3062
Новоржев,3047
Краснознаменск,2990
Белый,2978
Северо-Курильск,2701
Кологрив,2653
Приморск,1909
Кедровый,1886
Сольвычегодск,1813
Горбатов,1775
Плёс,1650
Островной,1589
Курильск,1558
Артёмовск,1411
Иннополис,1177
Высоцк,1069
Верхоянск,1064
Чекалин,838
